ID_Funcionario,Nome,Departamento,Cargo,Salario,Data_Admissao,Genero,Idade,Estado_Civil,Status
576,Ana Vitória Melo,Vendas,Gerente,11907.22,2019-03-10,M,20,Divorciado,Inativo
577,Camila Cavalcanti,Financeiro,Assistente,10295.41,2022-12-05,F,18,Viúvo,Ativo
578,Sra. Milena Azevedo,Vendas,Assistente,13211.18,2017-06-30,M,59,Casado,Ativo
579,Ana Clara Cardoso,Financeiro,Coordenador,2848.42,2024-09-06,M,52,Solteiro,Inativo
580,Noah Azevedo,Financeiro,Assistente,13472.79,2024-12-06,M,59,Viúvo,Inativo
581,Rafaela Gomes,RH,Analista,11490.86,2021-05-24,F,18,Solteiro,Ativo
582,Igor Costa,Vendas,Coordenador,13335.49,2021-08-27,F,58,Divorciado,Ativo
583,Pietra Lima,Produção,Assistente,10490.91,2018-07-22,M,19,Divorciado,Inativo
584,Yago Porto,Logística,Gerente,8584.47,2019-04-23,F,33,Divorciado,Ativo
585,Dra. Alícia Nascimento,Logística,Técnico,12963.09,2023-04-09,M,29,Divorciado,Inativo
586,Vitor Gabriel Nunes,Financeiro,Coordenador,10030.17,2019-06-23,F,42,Divorciado,Ativo
587,Leandro Jesus,Logística,Assistente,13204.33,2022-04-12,F,63,Viúvo,Ativo
588,Erick Oliveira,TI,Técnico,4229.32,2022-12-24,F,60,Viúvo,Inativo
589,Lucca Moraes,Logística,Assistente,8067.4,2025-08-14,M,55,Divorciado,Ativo
590,Srta. Marcela Fernandes,TI,Analista,11556.07,2022-03-08,F,48,Viúvo,Inativo
591,Srta. Lavínia Campos,Produção,Assistente,8279.33,2018-01-27,M,38,Viúvo,Ativo
592,Breno Gonçalves,Vendas,Gerente,13664.97,2023-12-10,F,20,Viúvo,Ativo
593,Fernanda Pinto,RH,Coordenador,9498.01,2018-10-31,F,27,Divorciado,Inativo
594,Sr. Diego Gomes,TI,Técnico,9866.58,2017-07-20,M,37,Divorciado,Ativo
595,Dra. Maria Sophia Oliveira,Produção,Coordenador,11672.08,2020-12-25,M,24,Solteiro,Ativo
596,Sra. Emilly Campos,Produção,Assistente,14584.88,2022-07-18,F,21,Casado,Ativo
597,João Pedro Pereira,Logística,Coordenador,4481.93,2017-05-06,M,22,Viúvo,Inativo
598,Vinicius Sales,TI,Analista,5013.82,2015-11-10,M,22,Solteiro,Inativo
599,Dra. Rebeca Lima,RH,Gerente,11208.23,2019-10-31,F,33,Casado,Inativo
600,Mariane Barbosa,Vendas,Gerente,2227.42,2022-08-31,F,43,Solteiro,Ativo
601,Milena Teixeira,Logística,Coordenador,2645.77,2019-12-23,M,50,Viúvo,Inativo
602,Dr. Antônio Azevedo,RH,Analista,6001.03,2016-10-29,F,18,Casado,Inativo
603,Felipe Alves,TI,Analista,8957.34,2019-09-10,M,41,Viúvo,Inativo
604,Maria Fernanda Santos,RH,Analista,4787.47,2018-06-19,F,59,Solteiro,Ativo
605,Sophia Barros,RH,Coordenador,14942.39,2025-06-20,M,35,Viúvo,Ativo
606,Emanuel Caldeira,Logística,Gerente,14263.11,2020-06-25,F,50,Viúvo,Ativo
607,Nathan da Mota,Produção,Gerente,13457.81,2016-12-18,F,56,Casado,Ativo
608,Luiz Henrique Souza,TI,Gerente,4398.17,2015-11-21,F,37,Casado,Ativo
609,Renan Araújo,Logística,Gerente,12539.35,2021-11-25,M,35,Casado,Ativo
610,Isis Teixeira,Vendas,Assistente,7896.84,2020-12-15,M,43,Solteiro,Ativo
611,Emilly Cardoso,RH,Coordenador,14743.35,2020-05-10,F,33,Viúvo,Inativo
612,Davi Luiz Viana,Logística,Técnico,10162.18,2019-08-04,F,47,Viúvo,Inativo
613,João Peixoto,Vendas,Coordenador,12305.98,2016-05-06,F,33,Solteiro,Ativo
614,Felipe Costela,RH,Coordenador,2300.54,2016-05-09,M,33,Viúvo,Inativo
615,Stella da Rosa,TI,Coordenador,2262.37,2022-01-15,M,42,Casado,Inativo
616,Luana Dias,RH,Coordenador,5915.3,2021-04-21,F,55,Solteiro,Inativo
617,Lorena Lopes,Vendas,Coordenador,4668.76,2025-02-19,F,39,Viúvo,Inativo
618,Dra. Lara Alves,TI,Coordenador,10536.54,2020-09-21,F,25,Viúvo,Inativo
619,Heloísa Alves,Produção,Analista,9377.39,2019-12-03,F,62,Casado,Ativo
620,Rafaela Lima,Vendas,Coordenador,9170.3,2021-05-31,F,48,Viúvo,Inativo
621,Maria Alice Souza,Financeiro,Analista,9146.49,2020-09-15,F,59,Viúvo,Ativo
622,Mirella Melo,Financeiro,Técnico,13723.55,2020-04-21,M,22,Viúvo,Inativo
623,Maria Clara Porto,Logística,Analista,3006.18,2025-02-10,F,64,Divorciado,Ativo
624,Alice da Rocha,RH,Analista,9675.37,2022-09-29,F,35,Solteiro,Ativo
625,Elisa Aragão,Financeiro,Técnico,4728.51,2022-03-07,M,43,Solteiro,Ativo
626,Raul Sales,Logística,Técnico,7036.21,2019-10-22,M,52,Divorciado,Inativo
627,Felipe Moreira,TI,Coordenador,12777.68,2017-11-25,M,33,Divorciado,Ativo
628,Carolina da Luz,RH,Técnico,10995.05,2024-10-28,F,47,Viúvo,Inativo
629,Pedro Miguel Oliveira,Produção,Assistente,6860.91,2023-12-04,M,44,Viúvo,Ativo
630,Vitor Gabriel Castro,Vendas,Técnico,12134.29,2018-05-30,M,58,Casado,Inativo
631,Maria Santos,Vendas,Gerente,13048.29,2023-07-26,M,44,Casado,Inativo
632,Ana Carolina Viana,Logística,Analista,4148.17,2023-06-14,F,38,Casado,Ativo
633,Lorena Alves,Vendas,Assistente,6806.02,2025-06-11,F,50,Divorciado,Ativo
634,Diego Teixeira,Produção,Gerente,3116.35,2021-04-28,M,58,Viúvo,Ativo
635,Bruna da Cunha,TI,Gerente,3423.93,2024-12-17,M,53,Viúvo,Inativo
636,Srta. Valentina Cardoso,RH,Coordenador,2919.57,2020-04-20,F,28,Casado,Ativo
637,Melissa Martins,Produção,Gerente,13950.54,2020-11-28,M,57,Casado,Inativo
638,Benício Moreira,Vendas,Coordenador,13660.28,2024-12-13,F,20,Divorciado,Ativo
639,Olivia Freitas,Logística,Assistente,8531.93,2021-01-19,F,49,Casado,Ativo
640,Ana Julia Rezende,Financeiro,Analista,12628.52,2020-08-28,M,36,Viúvo,Ativo
641,Ian da Luz,Financeiro,Técnico,7655.18,2023-05-05,F,26,Solteiro,Inativo
642,Bianca Gomes,TI,Analista,6417.02,2025-07-21,M,23,Divorciado,Inativo
643,Levi Barbosa,RH,Assistente,8821.78,2017-05-16,F,65,Solteiro,Ativo
644,Benício Castro,TI,Coordenador,2948.85,2021-07-14,M,39,Divorciado,Ativo
645,Marcos Vinicius Aragão,Produção,Técnico,11598.68,2023-09-13,F,54,Solteiro,Inativo
646,Marcelo Viana,TI,Coordenador,12970.54,2023-05-23,M,30,Solteiro,Inativo
647,Davi Teixeira,RH,Gerente,6441.72,2016-06-14,M,50,Divorciado,Ativo
648,Bianca Barros,Logística,Coordenador,11072.08,2021-04-15,M,62,Viúvo,Ativo
649,Vitória Jesus,Vendas,Gerente,4738.68,2017-07-13,M,59,Viúvo,Inativo
650,Maria Araújo,RH,Coordenador,12841.55,2023-09-05,M,32,Divorciado,Inativo
651,Alícia Porto,TI,Gerente,9547.18,2024-12-18,M,45,Casado,Inativo
652,Dr. Kevin Cunha,RH,Gerente,5111.95,2022-11-20,M,49,Solteiro,Inativo
653,Ryan Cavalcanti,Produção,Coordenador,8473.62,2018-07-10,M,20,Casado,Inativo
654,Thiago Melo,RH,Gerente,13461.71,2023-08-17,F,33,Solteiro,Inativo
655,Emanuelly Souza,Logística,Coordenador,9827.09,2023-08-02,M,22,Viúvo,Ativo
656,Sra. Larissa Sales,Financeiro,Coordenador,11270.18,2017-03-31,F,48,Solteiro,Inativo
657,Amanda Moraes,Produção,Técnico,10983.14,2021-06-20,M,56,Solteiro,Inativo
658,Ana Carolina Caldeira,RH,Coordenador,6961.17,2021-09-19,M,50,Solteiro,Inativo
659,Srta. Brenda da Luz,Logística,Técnico,11708.42,2021-02-18,F,50,Divorciado,Inativo
660,Bárbara da Cunha,Financeiro,Analista,14900.49,2019-04-04,M,45,Solteiro,Ativo
661,Luiz Miguel Farias,RH,Coordenador,11138.65,2015-12-31,M,60,Casado,Ativo
662,Vitor Souza,Financeiro,Analista,5336.99,2022-04-11,M,52,Divorciado,Inativo
663,Pedro Miguel Gomes,Produção,Analista,7381.56,2015-11-03,F,20,Divorciado,Ativo
664,Benício Rodrigues,RH,Gerente,13142.67,2019-06-05,M,26,Divorciado,Inativo
665,Luna da Rosa,Financeiro,Técnico,9259.96,2023-03-02,M,51,Divorciado,Ativo
666,Joana Oliveira,Financeiro,Gerente,3561.37,2022-03-13,F,58,Solteiro,Inativo
667,Cecília da Rosa,Produção,Coordenador,10043.49,2017-11-22,F,54,Viúvo,Ativo
668,Alexandre da Rosa,Vendas,Técnico,3454.48,2021-11-03,M,42,Casado,Ativo
669,Milena Costa,Logística,Coordenador,9271.8,2020-06-14,F,48,Viúvo,Inativo
670,Gabrielly Sales,Financeiro,Assistente,12184.75,2021-08-02,F,31,Divorciado,Inativo
671,Luiza Azevedo,RH,Assistente,3009.13,2017-09-21,F,25,Solteiro,Inativo
672,Milena Moura,Produção,Assistente,7482.93,2016-04-21,F,50,Divorciado,Ativo
673,Ana Júlia Cunha,RH,Gerente,13240.68,2022-07-31,F,56,Solteiro,Ativo
674,Davi Vieira,Produção,Coordenador,4810.96,2016-10-22,M,20,Divorciado,Ativo
675,Sr. Alexandre Rezende,Logística,Coordenador,6575.58,2020-06-26,M,56,Divorciado,Ativo
676,Rodrigo Moura,Vendas,Técnico,14954.51,2018-07-09,F,29,Viúvo,Ativo
677,Bianca da Cruz,TI,Gerente,7903.06,2024-10-04,M,57,Viúvo,Inativo
678,Luiz Miguel Moreira,Financeiro,Gerente,6648.11,2019-02-16,M,58,Solteiro,Ativo
679,Elisa Dias,Vendas,Assistente,6931.0,2021-02-08,M,37,Divorciado,Inativo
680,Gabriela Nascimento,Vendas,Coordenador,6462.96,2018-03-08,F,30,Viúvo,Ativo
681,Maria Fernanda da Rosa,Produção,Coordenador,7949.4,2025-08-14,M,23,Solteiro,Ativo
682,Sarah Farias,RH,Assistente,2899.32,2021-12-07,F,29,Viúvo,Ativo
683,Natália Azevedo,RH,Gerente,7632.69,2020-07-01,M,24,Viúvo,Inativo
684,Ryan da Mata,Logística,Gerente,13885.84,2025-08-01,F,41,Solteiro,Inativo
685,Olivia Peixoto,Logística,Técnico,7512.82,2023-01-03,M,38,Divorciado,Inativo
686,Sra. Maria Vitória Pires,TI,Técnico,13628.87,2023-11-07,F,20,Viúvo,Ativo
687,João Gabriel Campos,TI,Coordenador,8861.52,2024-05-31,F,50,Viúvo,Inativo
688,Maria Cecília Mendes,Vendas,Gerente,5770.64,2023-09-28,M,32,Casado,Ativo
689,Melissa Monteiro,Produção,Gerente,2204.68,2020-05-08,M,19,Casado,Inativo
690,Sr. Augusto Mendes,Produção,Técnico,9634.87,2019-03-02,M,36,Viúvo,Inativo
691,João Miguel Nogueira,Vendas,Técnico,2112.2,2016-09-02,M,27,Solteiro,Ativo
692,Sra. Maria Fernanda Freitas,TI,Gerente,2686.67,2019-09-15,M,46,Viúvo,Ativo
693,Ana Julia Freitas,RH,Coordenador,3564.59,2020-08-05,M,23,Divorciado,Ativo
694,Luiz Miguel Silveira,RH,Gerente,8350.66,2018-05-07,F,20,Casado,Inativo
695,Fernando da Mota,RH,Analista,7940.99,2022-10-14,M,40,Divorciado,Ativo
696,Luiza Barbosa,Financeiro,Coordenador,9341.12,2023-01-09,F,61,Divorciado,Ativo
697,Maria Clara da Mata,Financeiro,Coordenador,6715.37,2021-07-31,M,48,Casado,Ativo
698,Natália Aragão,Logística,Técnico,11983.36,2021-02-28,M,40,Viúvo,Ativo
699,Vicente Cavalcanti,Financeiro,Gerente,9664.37,2023-07-29,F,24,Divorciado,Ativo
700,Bryan Gomes,Logística,Analista,12520.01,2023-01-28,F,64,Viúvo,Inativo
701,Manuela da Mata,Logística,Analista,6764.42,2025-02-01,F,47,Viúvo,Ativo
702,Ana Beatriz Vieira,Financeiro,Assistente,12473.78,2022-12-18,M,59,Divorciado,Inativo
703,Carlos Eduardo da Cruz,Produção,Coordenador,3675.56,2021-09-01,F,19,Divorciado,Ativo
704,Leonardo Dias,Vendas,Gerente,3908.46,2021-11-08,F,64,Solteiro,Inativo
705,Murilo Porto,Produção,Analista,5959.18,2019-05-30,F,49,Divorciado,Ativo
706,Luiz Miguel Costela,Produção,Coordenador,7378.84,2021-07-31,F,27,Casado,Inativo
707,Pietro da Mota,Financeiro,Coordenador,8180.49,2017-04-13,F,57,Divorciado,Inativo
708,Emanuelly Souza,TI,Gerente,8305.81,2019-03-26,M,60,Solteiro,Inativo
709,Vicente Souza,Financeiro,Técnico,12004.09,2022-01-23,F,31,Divorciado,Inativo
710,Natália da Conceição,Logística,Assistente,5899.64,2024-06-08,F,39,Casado,Ativo
711,Lorena Vieira,Produção,Assistente,8053.99,2025-01-30,M,62,Viúvo,Ativo
712,Evelyn da Costa,Logística,Analista,5422.55,2024-02-22,F,54,Casado,Ativo
713,Maria Sophia Carvalho,TI,Técnico,12350.47,2017-02-10,F,36,Divorciado,Ativo
714,Emilly Sales,Vendas,Assistente,11462.46,2017-01-22,F,48,Divorciado,Ativo
715,Antônio Souza,Financeiro,Analista,11412.2,2016-10-10,M,29,Solteiro,Inativo
716,Sra. Rafaela Araújo,Vendas,Assistente,10483.01,2016-10-03,F,53,Viúvo,Ativo
717,Heloísa Nunes,Financeiro,Assistente,2795.33,2024-10-11,M,59,Casado,Ativo
718,Nicole da Cunha,Logística,Gerente,6741.32,2019-10-27,F,24,Divorciado,Inativo
719,Sra. Fernanda Caldeira,Logística,Assistente,10482.04,2021-07-30,M,40,Viúvo,Inativo
720,João Lucas Rezende,Vendas,Assistente,9078.87,2020-12-08,M,24,Viúvo,Inativo
721,Cauã Pires,RH,Coordenador,9267.3,2021-11-19,F,24,Viúvo,Ativo
722,Dra. Raquel Lopes,Financeiro,Gerente,4469.58,2017-10-20,F,34,Solteiro,Inativo
723,Agatha Moraes,Produção,Coordenador,8242.39,2021-12-08,M,20,Solteiro,Inativo
724,Srta. Vitória Freitas,Financeiro,Coordenador,14914.63,2016-01-09,F,46,Solteiro,Inativo
725,Olivia Moraes,TI,Gerente,3124.24,2018-05-25,F,59,Divorciado,Inativo
726,Dr. Kevin Silveira,RH,Gerente,4317.24,2019-05-25,M,39,Solteiro,Inativo
727,Rodrigo Viana,Logística,Assistente,13290.4,2016-04-03,F,36,Viúvo,Ativo
728,Sra. Sophie Correia,Logística,Coordenador,13143.32,2021-11-05,M,34,Divorciado,Ativo
729,Diogo Cunha,Produção,Analista,8023.23,2016-05-01,F,51,Solteiro,Inativo
730,Marcela Cardoso,RH,Técnico,8091.72,2019-03-18,F,33,Viúvo,Inativo
731,Gustavo Nogueira,Logística,Assistente,11497.26,2024-06-26,F,34,Viúvo,Ativo
732,Heloísa Pires,Financeiro,Gerente,6503.52,2021-03-02,M,18,Divorciado,Ativo
733,Pedro Duarte,Financeiro,Coordenador,10963.62,2021-02-25,M,49,Solteiro,Inativo
734,Sra. Isabel Lopes,RH,Assistente,10172.51,2019-01-20,F,19,Divorciado,Ativo
735,Laura da Cruz,Produção,Gerente,9601.96,2025-08-21,M,49,Viúvo,Ativo
736,Sr. Calebe Oliveira,Logística,Coordenador,13741.09,2019-06-29,F,60,Casado,Ativo
737,Dra. Bruna da Mata,Financeiro,Analista,14278.78,2019-04-26,M,19,Viúvo,Ativo
738,Dr. Gustavo Melo,Produção,Assistente,5385.31,2017-07-08,F,44,Divorciado,Inativo
739,Emanuelly Nascimento,Logística,Gerente,12773.89,2017-05-04,M,29,Viúvo,Ativo
740,Luiz Miguel Mendes,RH,Coordenador,4459.96,2020-05-21,M,27,Solteiro,Ativo
741,Isabelly Souza,Produção,Assistente,11553.81,2017-11-25,M,56,Divorciado,Inativo
742,Stephany Novaes,Produção,Gerente,5609.09,2020-03-31,M,65,Solteiro,Inativo
743,Sr. Diogo da Conceição,Financeiro,Técnico,8963.24,2024-05-01,M,22,Casado,Ativo
744,Agatha Souza,Financeiro,Coordenador,3319.28,2016-11-27,M,22,Solteiro,Ativo
745,Joaquim Costa,Vendas,Gerente,2120.42,2016-03-31,M,46,Casado,Inativo
746,Matheus Ramos,Vendas,Técnico,8551.4,2017-06-22,F,59,Solteiro,Inativo
747,Sra. Maria Fernanda Barbosa,Logística,Coordenador,5370.15,2016-03-05,F,60,Viúvo,Inativo
748,Ana Lívia Azevedo,Logística,Analista,13347.75,2018-03-08,F,22,Casado,Inativo
749,Lívia Rodrigues,Financeiro,Técnico,4625.58,2021-09-18,M,56,Casado,Inativo
750,Dra. Ana Vitória Araújo,Produção,Gerente,2001.65,2020-01-13,M,35,Casado,Inativo
751,Lavínia Sales,Logística,Analista,10363.18,2025-08-19,F,30,Viúvo,Inativo
752,João da Mata,Logística,Técnico,8854.66,2021-06-25,F,40,Divorciado,Ativo
753,Enzo Barros,Produção,Analista,5805.29,2020-08-15,M,37,Casado,Ativo
754,Dra. Milena Barbosa,Logística,Assistente,13542.27,2019-03-01,F,27,Casado,Ativo
755,Brenda Oliveira,RH,Gerente,13024.07,2019-02-16,F,19,Viúvo,Inativo
756,Maria Clara Pereira,TI,Técnico,13307.83,2025-01-03,F,39,Divorciado,Inativo
757,Kaique das Neves,Vendas,Analista,9565.35,2025-05-01,F,54,Viúvo,Inativo
758,Emilly Moura,Financeiro,Analista,11134.37,2022-05-01,F,39,Viúvo,Ativo
759,Antônio Cardoso,RH,Coordenador,9192.61,2019-05-29,F,48,Casado,Ativo
760,Sra. Maria Cecília Araújo,RH,Analista,11071.33,2016-12-06,M,44,Casado,Ativo
761,Gabriela Freitas,Vendas,Gerente,3200.46,2022-09-05,M,29,Solteiro,Inativo
762,Dr. Marcelo Cardoso,RH,Técnico,11206.43,2019-07-05,F,59,Viúvo,Ativo
763,Anthony Lima,Produção,Gerente,14620.37,2021-05-05,F,18,Solteiro,Ativo
764,Thiago Fernandes,Logística,Analista,3492.67,2016-10-28,F,53,Casado,Inativo
765,Júlia da Rocha,Logística,Analista,8820.83,2019-09-16,F,24,Solteiro,Inativo
766,Ana Beatriz da Cunha,Vendas,Gerente,12100.67,2015-11-18,F,23,Solteiro,Inativo
767,Rebeca Alves,RH,Gerente,4011.89,2017-01-24,F,33,Viúvo,Ativo
768,Dr. Felipe Barros,TI,Coordenador,10529.69,2017-07-26,M,57,Casado,Inativo
769,Clara Sales,Vendas,Analista,14873.95,2023-01-15,M,30,Casado,Inativo
770,João Pedro Monteiro,RH,Assistente,13740.48,2024-05-21,M,55,Casado,Ativo
771,Alexandre Nascimento,Financeiro,Assistente,7489.46,2023-05-15,M,20,Divorciado,Ativo
772,Maysa Martins,Financeiro,Técnico,5770.53,2024-04-09,F,46,Divorciado,Ativo
773,Sophia Correia,Vendas,Coordenador,2882.02,2021-04-03,M,48,Viúvo,Inativo
774,Lucas Pires,RH,Assistente,5162.19,2019-08-14,F,22,Solteiro,Inativo
775,Sra. Bárbara da Conceição,RH,Técnico,2505.36,2018-07-20,M,21,Casado,Ativo
776,Augusto Pereira,Logística,Técnico,5312.66,2017-05-01,M,62,Divorciado,Inativo
777,Valentina Barros,Vendas,Coordenador,5111.45,2020-04-30,M,21,Divorciado,Ativo
778,Alana da Luz,TI,Coordenador,7877.6,2020-03-22,F,65,Viúvo,Ativo
779,Ana Beatriz Sales,Produção,Técnico,11645.65,2017-01-21,M,29,Divorciado,Inativo
780,Anthony Nogueira,Financeiro,Coordenador,5717.67,2022-10-06,F,19,Casado,Inativo
781,Mariane Monteiro,Financeiro,Gerente,8001.7,2025-06-09,M,33,Divorciado,Ativo
782,Kamilly Cavalcanti,Logística,Gerente,6131.91,2018-07-28,M,34,Solteiro,Inativo
783,Carlos Eduardo da Mata,Logística,Coordenador,10180.82,2023-05-05,M,38,Viúvo,Inativo
784,Eduarda Fogaça,Vendas,Técnico,2307.3,2024-09-07,F,50,Casado,Ativo
785,Marcelo Novaes,Vendas,Coordenador,14201.49,2017-11-05,F,58,Viúvo,Ativo
786,Vicente Cardoso,TI,Coordenador,8991.42,2016-09-11,F,34,Solteiro,Ativo
787,Dra. Ana Luiza Porto,Produção,Gerente,9925.17,2023-02-20,F,63,Viúvo,Inativo
788,Thales Carvalho,TI,Coordenador,2994.15,2024-06-04,F,32,Casado,Inativo
789,Arthur Gomes,Produção,Gerente,9642.68,2023-02-25,F,53,Divorciado,Inativo
790,Agatha Nogueira,Financeiro,Analista,6066.9,2020-05-15,F,27,Solteiro,Inativo
791,Henrique da Mata,Logística,Analista,7130.45,2023-02-17,M,61,Divorciado,Ativo
792,Leandro Nogueira,Logística,Gerente,4547.4,2025-03-05,F,43,Viúvo,Ativo
793,João Felipe Almeida,Logística,Coordenador,5877.47,2024-12-23,M,54,Divorciado,Ativo
794,Sr. Breno da Mata,TI,Técnico,4024.83,2021-02-09,M,51,Viúvo,Ativo
795,Gustavo Santos,Logística,Técnico,11063.38,2021-11-11,F,63,Viúvo,Inativo
796,Fernando Fernandes,TI,Analista,9688.82,2021-12-28,M,43,Divorciado,Ativo
797,Ana Pires,Logística,Coordenador,8282.93,2015-10-20,M,52,Viúvo,Inativo
798,Maitê da Mata,Vendas,Analista,12065.72,2017-01-22,F,26,Viúvo,Inativo
799,Lucas Nogueira,Produção,Técnico,11310.73,2015-11-06,M,53,Solteiro,Ativo
800,Emilly Pinto,Financeiro,Gerente,8435.1,2017-02-12,M,35,Solteiro,Ativo
801,Carolina Carvalho,Financeiro,Coordenador,7492.24,2025-09-19,M,41,Divorciado,Inativo
802,Francisco Campos,Produção,Analista,14951.53,2017-11-21,F,31,Solteiro,Ativo
803,Joana Mendes,Logística,Coordenador,7442.27,2016-12-13,F,47,Solteiro,Inativo
804,Caroline Monteiro,Financeiro,Gerente,2534.4,2021-05-02,M,38,Divorciado,Inativo
805,Maria Julia Gonçalves,TI,Assistente,7899.44,2023-08-15,F,26,Casado,Ativo
806,Nicolas Cavalcanti,RH,Assistente,5813.31,2023-08-02,M,32,Solteiro,Ativo
807,Natália Lopes,Produção,Gerente,4710.34,2023-03-07,F,44,Casado,Inativo
808,Isabel Cardoso,Vendas,Gerente,10437.78,2023-05-03,M,36,Solteiro,Ativo
809,Maria Fernanda Correia,TI,Analista,5678.31,2022-12-14,M,55,Divorciado,Ativo
810,Diogo da Rosa,RH,Gerente,8165.84,2015-10-28,M,45,Solteiro,Inativo
811,Maria Alice da Mata,Financeiro,Técnico,8383.62,2022-10-29,F,25,Solteiro,Ativo
812,Laís Silva,Produção,Coordenador,8182.98,2025-09-17,M,19,Viúvo,Ativo
813,Murilo Mendes,Vendas,Gerente,2558.67,2016-05-19,F,56,Viúvo,Ativo
814,Luana da Mota,Logística,Coordenador,3879.62,2016-01-10,F,43,Casado,Inativo
815,Calebe da Rocha,Produção,Assistente,11646.89,2025-06-30,M,49,Solteiro,Inativo
816,Srta. Maria Eduarda Souza,TI,Coordenador,7586.56,2018-02-17,F,57,Divorciado,Ativo
817,Ana Julia Campos,Produção,Assistente,10084.01,2023-03-29,F,22,Solteiro,Ativo
818,Lorena Silveira,Produção,Gerente,2132.59,2024-06-07,F,59,Viúvo,Inativo
819,Emanuel da Cunha,Produção,Assistente,8861.9,2024-10-14,M,58,Casado,Ativo
820,Maria Vitória Oliveira,Vendas,Técnico,10636.32,2020-07-02,F,35,Viúvo,Inativo
821,João Vitor das Neves,Financeiro,Técnico,5443.92,2016-12-09,M,45,Viúvo,Ativo
822,Maria Barros,Financeiro,Assistente,9601.34,2021-04-06,F,42,Viúvo,Inativo
823,Maria Vitória da Rocha,Produção,Gerente,9726.11,2025-07-25,F,51,Divorciado,Ativo
824,Eduarda Araújo,TI,Analista,5296.3,2021-02-22,F,34,Viúvo,Inativo
825,Enzo Moreira,Vendas,Coordenador,12624.27,2024-05-17,M,52,Casado,Ativo
826,Diogo Farias,Logística,Técnico,5472.53,2016-02-12,F,35,Divorciado,Inativo
827,Sr. Felipe Santos,Logística,Coordenador,14088.83,2018-03-22,F,65,Casado,Ativo
828,Rafaela Souza,Financeiro,Analista,6976.57,2015-09-30,M,36,Solteiro,Inativo
829,Pedro Lucas da Cunha,RH,Gerente,13283.77,2017-10-30,F,32,Viúvo,Inativo
830,Srta. Lorena Costa,Financeiro,Analista,10870.24,2020-07-10,F,25,Casado,Inativo
831,Renan Lima,Produção,Técnico,6100.12,2017-09-03,M,62,Solteiro,Ativo
832,Maria Luiza Rezende,Financeiro,Técnico,4530.85,2023-02-05,F,28,Solteiro,Inativo
833,Kevin Ferreira,Vendas,Assistente,7360.67,2023-01-20,M,55,Viúvo,Ativo
834,Stella Caldeira,Produção,Gerente,10866.24,2020-12-10,M,30,Viúvo,Ativo
835,Beatriz Souza,TI,Analista,9164.28,2025-09-01,M,64,Divorciado,Ativo
836,Vitor Ribeiro,RH,Técnico,5645.12,2018-07-14,M,57,Divorciado,Inativo
837,Erick Martins,RH,Técnico,8557.8,2021-08-26,M,58,Viúvo,Inativo
838,Srta. Ana Beatriz Souza,TI,Analista,11554.15,2022-01-06,F,63,Divorciado,Inativo
839,João Vitor da Conceição,Financeiro,Analista,9403.99,2023-03-10,M,54,Solteiro,Inativo
840,Maysa Ribeiro,Vendas,Técnico,6468.08,2023-01-17,M,55,Viúvo,Ativo
841,Diogo Caldeira,Financeiro,Analista,10744.0,2023-02-21,F,22,Solteiro,Inativo
842,Bernardo Lima,TI,Gerente,6149.05,2024-04-24,F,28,Divorciado,Ativo
843,Emanuel Pereira,RH,Analista,5166.54,2016-01-19,M,36,Divorciado,Inativo
844,Maria Rezende,TI,Técnico,10958.91,2019-12-08,F,62,Casado,Inativo
845,André Sales,Produção,Técnico,2970.37,2015-12-05,M,48,Divorciado,Inativo
846,Matheus Barbosa,RH,Gerente,13514.86,2020-03-07,F,62,Casado,Inativo
847,Gustavo Ribeiro,Produção,Técnico,11818.75,2019-04-15,F,51,Solteiro,Inativo
848,Elisa Correia,RH,Gerente,11899.58,2018-06-29,M,63,Solteiro,Ativo
849,Sra. Esther Jesus,Financeiro,Coordenador,10325.45,2022-10-14,F,48,Viúvo,Inativo
850,Mariana Carvalho,Produção,Analista,6588.17,2022-02-28,M,20,Divorciado,Inativo
851,Sra. Maria Fernanda Cardoso,Produção,Assistente,10329.25,2020-01-21,F,26,Divorciado,Ativo
852,Stephany Pereira,Vendas,Gerente,7004.25,2025-03-09,M,33,Divorciado,Inativo
853,Matheus das Neves,Logística,Coordenador,12152.65,2019-01-06,F,23,Viúvo,Inativo
854,Maitê Novaes,RH,Assistente,6147.64,2019-07-26,M,50,Solteiro,Ativo
855,Dra. Sarah Pinto,Financeiro,Técnico,14496.74,2015-11-10,F,19,Viúvo,Ativo
856,Juliana Fogaça,Produção,Assistente,5178.08,2020-03-16,F,27,Viúvo,Ativo
857,João Lucas da Conceição,Financeiro,Gerente,9957.07,2025-09-07,M,37,Solteiro,Ativo
858,Levi Rocha,Produção,Coordenador,4880.12,2021-04-10,M,65,Divorciado,Inativo
859,Maria Eduarda da Mota,Produção,Analista,13678.63,2019-09-30,M,42,Casado,Inativo
860,Levi Ramos,Financeiro,Gerente,4650.43,2020-11-16,M,39,Divorciado,Ativo
861,Marcela Viana,Produção,Coordenador,7676.38,2022-05-24,F,52,Divorciado,Inativo
862,Benjamin Porto,Financeiro,Assistente,8825.56,2016-07-19,M,23,Solteiro,Inativo
863,João Vitor Nogueira,RH,Analista,14076.03,2016-02-13,F,62,Casado,Ativo
864,Lavínia Dias,TI,Coordenador,14510.91,2016-10-22,M,59,Solteiro,Inativo
